"RespID","wgtpop (in 10's)","wgthh (in 10's)","I am happy with my weight {sumax(X16600,C4,X16601,C3,X16602,C2,X16599,C1)}","Household Income {sumax(X85317370,C4.00,X85317368,C14.00,X85317373,C24.00,X85317369,C34.00,X85317374,C44.00,X24925,C54.00,X24935,C67.00,X24938,C87.00,X85317371,C112.00,X85317372,C137.00,X24929,C174.00,X24924,C224.00,X70839,C299.00,X70840,C424.00,X70841,C500.00)}","I am as close to my friend group as I am to my family {sumax(X91585726,C4,X91589417,C3,X91590927,C2,X91588007,C1)}","Faith: Holding to religious faith and belief {sumax(X14833,C2.5,X14834,C1,X14835,C4)}","I am perfectly happy with my standard of living {sumax(X91583243,C4,X91591993,C3,X91592876,C2,X91586625,C1)}","Politics {sumax(X61206,C1,X61209,C2,X61208,C3,X61210,C4,X61207,C5)}"
85007W85WZN3VBF,310,103,3,44,2,2,2,4
85007W85X7PC5SA,87,43,4,4,4,4,4,3
85007W85XAKDK9Q,2221,743,2,87,2,2,3,3
85007W85XEUUR3E,126,63,4,112,3,4,4,3
85007W85XFU6SP1,158,79,3,500,4,2,3,2
85007W85XG1N6M7,758,191,1,67,2,4,3,3
85007W85XS22ASN,704,354,4,67,2,2,4,3
85007W85XTH5CQH,100,101,2,137,2,4,4,3
85007W85XUK3VPN,855,171,4,14,3,4,2,1
85007W85XW62T1U,482,160,2,174,2,1,4,4
85007W85XZ6CEMR,92,45,3,44,3,4,4,4
85007W85Y18Q77Y,73,18,4,424,2,1,3,4
85007W85Y342AG8,96,24,4,67,1,4,4,3
85007W85Y3Q3FS2,191,96,1,112,2,1,3,1
85007W85Y9QCPJ3,565,141,4,67,4,2,4,3
85007W85YECGW3J,309,77,2,44,3,4,2,3
85007W85YEJX6B5,320,159,1,87,2,4,3,3
85007W85YGY5VHJ,486,244,2,54,4,1,4,3
85007W85YKVBDG6,607,303,3,87,3,4,2,3
85007W85YMV9214,70,70,2,500,2,4,3,1
85007W85YRMRSN5,154,77,3,87,2,4,3,2
85007W85YTCE85G,70,36,2,4,3,4,3,2
85007W85YWN78EZ,70,35,2,137,3,1,4,5
85007W85YY7CMQD,134,45,1,67,1,4,3,3
85007W85YZ4S7YF,221,112,3,299,2,1,4,3
85007W85YZXZU31,70,70,4,44,4,4,3,3
85007W85Z4JPUEV,70,36,1,34,3,4,2,3
85007W85Z4MZ24X,1027,344,2,424,3,2,4,3
85007W85Z66PMGU,353,119,3,24,3,4,2,2
85007W85ZB4Q6KP,204,102,3,14,3,4,1,3
85007W85ZFQYH2H,324,161,2,299,4,2,3,4
85007W85ZHJKF8S,120,41,1,67,4,4,4,1
85007W85ZJY2QQY,132,66,4,87,2,2,4,4
85007W85ZMTAY7J,338,169,4,224,2,1,2,2
85007W85ZP35N5Z,264,131,2,34,2,4,3,4
85007W85ZUX24UM,206,69,3,174,1,1,3,4
85007W85ZVG7AD7,125,41,2,174,3,4,3,3
85007W85ZYQ7MGM,90,45,1,4,1,4,2,3
85008W8512UW2NF,684,344,3,224,2,1,3,3
85008W8513F52Q5,527,176,1,112,2,4,3,4
85008W8515ZWUF7,1326,666,2,87,3,1,3,4
85008W851759YEZ,465,116,3,87,3,4,4,4
85008W8519PQH36,537,180,1,54,3,4,3,1
85008W851A1R9F6,70,70,2,34,3,4,2,3
85008W851AHUNK5,409,205,1,174,3,4,3,3
85008W851DR6PFM,314,313,3,24,2,4,4,2
85008W851EM8ZCQ,259,130,1,224,3,4,2,4
85008W851EQWB5Z,145,144,3,67,1,4,3,4
85008W851FY4XXJ,208,105,4,87,1,4,2,3
85008W851KYCKVX,258,129,3,112,2,4,1,3
85008W851NQXGKV,301,75,2,174,2,4,3,1
85008W851QNMQ41,226,57,1,112,2,4,4,5
85008W851QTVWAV,927,462,4,54,3,1,4,2
85008W851RPSFXR,87,22,3,54,2,4,1,4
85008W851T58MBS,151,50,2,14,1,2,3,2
85008W851XJ73P3,80,40,4,34,3,2,3,1
85008W851YX27X9,104,21,4,4,4,4,4,1
85008W8526ZV24R,299,101,3,87,2,1,3,3
85008W85288885K,298,148,1,67,1,4,3,3
85008W8528HF34D,546,274,1,174,2,4,4,1
85008W852DT32T1,160,161,2,4,1,2,3,3
85008W852H7PREF,399,201,4,299,2,1,3,3
85008W852M9KW3W,70,70,3,87,3,1,4,5
85008W852TA4VJ6,148,147,2,224,3,1,4,3
85008W852V2C1Z8,178,178,2,112,2,2,3,5
85008W852WHV51P,144,144,1,87,3,4,2,3
85008W852YE7B38,290,290,2,137,2,4,4,3
85008W852YPG1SY,314,313,2,112,3,2,3,4
85008W8532XKNN8,145,145,1,44,3,2,2,4
85008W8537PY6ZP,194,98,1,137,2,4,4,5
85008W853835UD1,282,141,2,174,4,4,4,5
85008W8539G9BDV,136,68,3,112,3,4,4,4
85008W853DN41QQ,3106,1032,3,112,4,4,3,5
85008W853EARN5T,260,51,1,87,2,1,1,4
85008W853FE5XB4,106,106,1,44,3,2,2,5
85008W853GK13Y1,193,64,3,174,4,2,2,5
85008W853KX7GK1,139,139,3,4,4,4,3,2
85008W853P2ZNE8,89,45,3,54,2,1,3,5
85008W853PP3E93,1735,872,2,67,3,4,3,2
85008W853TTPH9Z,1317,330,1,87,2,4,3,3
85008W853VHZWCV,428,213,2,112,3,4,4,3
85008W853ZHANRQ,79,79,2,87,1,1,2,4
85008W85427MJTH,484,243,1,224,2,4,4,3
85008W8543C34C6,166,83,4,67,1,2,4,1
85008W8543C6PS2,1015,337,2,299,2,2,2,5
85008W8546M7E17,818,408,3,34,3,4,3,3
85008W854813MUN,158,159,2,34,3,4,2,2
85008W8549SY7T1,942,235,3,174,2,4,2,3
85008W854EFV2ZV,405,102,2,299,2,4,4,1
85008W854HCR57U,100,100,2,87,3,4,3,3
85008W854JFBNYK,132,132,1,224,4,4,4,5
85008W854W2JZQB,161,81,4,174,2,1,3,4
85008W8553UBV7N,247,124,3,112,3,4,4,4
85008W8553UMBWE,155,156,2,112,2,2,3,3
85008W85554ZHYW,346,173,2,174,2,4,3,2
85008W8555BAJ7Z,372,371,4,112,1,4,4,2
85008W85565DJDP,384,385,2,67,4,4,4,3
85008W8556NEA79,355,89,4,4,4,4,4,1
85008W8558F5E58,371,125,1,174,4,4,4,5
85008W85595789V,249,83,3,137,3,4,3,3
85008W855JPA389,70,36,1,67,1,4,3,3
85008W855JTBPKU,876,440,4,67,1,4,1,3
85008W855KCCXH4,226,114,1,299,4,4,4,4
85008W855Q3C16T,197,99,2,112,3,4,4,4
85008W855R2F9ZV,360,120,3,44,2,4,3,3
85008W8564V2JFF,1405,466,1,299,2,4,3,5
85008W85665YTD4,70,70,1,137,2,4,3,2
85008W8567W4HBN,253,127,3,87,2,1,3,3
85008W856B6KB36,336,168,1,112,2,4,3,3
85008W856CNWVCA,410,206,4,112,1,4,4,1
85008W856H13XM6,211,211,2,174,3,4,3,4
85008W856HKGDGK,330,111,2,44,3,4,3,3
85008W856J1SGP9,511,257,1,224,3,4,3,3
85008W856JUACJU,135,135,1,112,2,4,3,4
85008W856JUJ2YX,356,179,4,137,3,1,4,3
85008W856K4EDX3,608,203,1,224,3,4,3,5
85008W856MNF6ET,428,430,1,174,4,4,3,3
85008W856MSPXMP,233,117,2,34,3,4,2,3
85008W856P18H4B,70,70,4,67,3,1,4,3
85008W856QRSP8B,106,106,2,112,3,4,4,2
85008W856TYXXYZ,70,70,2,112,2,4,4,5
85008W856UH9EXN,134,67,3,112,2,4,1,3
85008W856V4QCM6,498,248,3,34,2,4,3,3
85008W856V5GGMJ,184,184,2,87,4,4,3,4
85008W856VB8UDQ,144,144,2,67,4,4,3,5
85008W856WUV625,563,282,2,44,3,4,3,3
85008W856X2HWZ9,804,202,3,174,2,4,3,2
85008W856XS117P,632,634,4,44,2,4,4,3
85008W857351AK3,126,125,4,87,3,4,4,2
85008W8574CKJ1S,587,196,2,44,2,2,3,2
85008W8574E9C29,305,153,3,87,2,4,4,3
85008W8576XCHAN,73,73,3,67,1,4,3,5
85008W8576Y98KP,280,140,3,174,2,1,4,4
85008W8578D2VAV,3272,1095,1,137,2,4,3,3
85008W8578R2XY8,238,119,4,174,2,1,3,3
85008W857AS2RD7,491,245,3,54,4,4,3,3
85008W857C8SBTA,162,81,2,54,3,4,2,3
85008W857CS2WFH,392,393,2,4,4,2,3,4
85008W857DPRHQW,350,176,2,44,3,4,3,3
85008W857JBFXFQ,121,61,4,87,2,4,4,5
85008W857JQ8QT5,116,58,3,67,3,1,4,5
85008W857KPRAND,148,74,3,87,1,4,3,2
85008W857NQ4XE3,70,36,3,299,2,1,3,3
85008W857NQZTPF,86,86,3,44,4,1,3,4
85008W857P2STSG,276,137,3,137,3,1,4,4
85008W857T1H4UF,367,184,4,174,4,1,4,4
85008W857TSV7Z5,508,253,1,137,4,1,4,3
85008W857WNKUUV,258,129,1,87,3,4,3,3
85008W857XKACME,221,111,2,24,4,4,3,4
85008W8583PZ4AP,262,130,1,14,4,4,4,2
85008W8585FW9HE,174,87,3,24,3,4,3,1
85008W85882GNJD,386,193,4,44,3,2,3,3
85008W85895AESB,485,244,2,500,2,2,3,3
85008W858GTQUFY,381,95,3,174,3,1,2,1
85008W858JUXEMS,87,87,3,174,2,4,3,5
85008W858MKZ122,197,100,3,174,2,4,3,4
85008W858R7F86V,215,108,1,112,2,4,2,4
85008W858RTXWJN,104,52,2,137,3,4,4,4
85008W858U6U1XA,102,35,2,54,2,2,1,5
85008W858WZZM72,88,88,2,54,3,2,3,3
85008W858ZHNFEQ,180,90,2,299,3,1,4,3
85008W85925A38X,107,53,4,137,3,2,2,4
85008W859D295YT,250,124,4,54,1,2,4,3
85008W859E53KVH,726,182,3,500,3,1,2,4
85008W859G89CFT,131,130,2,44,1,2,3,3
85008W859JYQGE9,122,123,2,87,4,2,2,3
85008W859JYWEQZ,171,43,2,4,1,2,3,2
85008W859PZBMV3,70,36,3,67,2,4,1,3
85008W859Q9K1TW,139,70,2,224,2,4,3,4
85008W859QKZ227,1288,323,4,137,3,2,2,1
85008W859T6P4FN,70,70,2,67,3,2,3,4
85008W859XSFWNR,120,30,3,500,2,1,4,4
85008W859ZHCWHJ,245,124,3,54,2,4,3,3
85008W85A8K9F42,234,117,1,87,2,1,4,4
85008W85AAH5AT7,327,328,3,174,1,4,2,3
85008W85AK5QEW4,1358,682,2,24,1,2,3,2
85008W85AW1CHCS,605,608,3,24,1,4,3,2
85008W85AXG2JPE,3106,1548,3,44,3,4,3,4
85008W85AXR755F,156,155,2,67,3,1,3,3
85008W85AZQ64V1,176,177,3,137,2,4,4,5
85008W85B43KQSK,71,24,3,299,3,1,2,5
85008W85B4YUYJX,256,257,4,224,4,4,4,3
85008W85B6AYYPF,214,53,3,424,2,1,4,3
85008W85BAWGM7X,231,116,4,112,3,4,4,3
85008W85BCVPB37,307,306,2,4,3,4,3,4
85008W85BENK8WJ,388,129,2,224,3,4,3,1
85008W85BGFRHE5,201,101,2,24,4,2,3,4
85008W85BH1U898,186,93,2,112,2,4,3,5
85008W85BH7P7XR,99,49,1,112,4,1,4,5
85008W85BJPE9JV,224,225,1,112,4,4,3,4
85008W85BX3NDBU,303,304,4,14,4,4,4,4
85008W85BZ8JCR2,1065,267,4,424,2,1,3,3
85008W85BZC7P5Q,291,97,3,44,2,4,3,3
85008W85C3SNNGA,316,106,1,137,2,4,2,4
85008W85C4QKXNA,277,139,4,137,2,4,2,5
85008W85C73CT4G,136,68,2,67,4,2,2,2
85008W85CEEYR6X,70,70,3,87,2,4,1,3
85008W85CMC3S1V,221,220,4,44,1,4,1,3
85008W85CR6WG9U,404,202,2,137,3,4,3,2
85008W85CR79CQP,140,46,1,224,3,4,3,4
85008W85CT1JT8M,123,62,1,112,3,4,3,3
85008W85CUDTG9S,245,123,2,67,3,1,3,4
85008W85CV7ZY2G,473,157,3,174,2,4,1,4
85008W85D1TEVWX,174,44,3,14,1,4,3,5
85008W85D2T3M72,70,35,3,54,2,4,3,5
85008W85D4ZFFMW,263,262,1,299,3,4,2,4
85008W85D6Q5WHZ,143,72,2,54,3,4,4,3
85008W85D76K8S8,257,129,3,424,4,2,2,4
85008W85D8DEWES,152,76,2,24,4,4,3,3
85008W85D918Y4Y,122,122,3,54,2,4,3,1
85008W85DHP4CN5,284,141,4,137,2,4,2,2
85008W85DHTMEW4,70,70,4,87,3,2,3,3
85008W85DKT5PVG,908,302,3,67,3,2,3,5
85008W85DR9TGPW,161,162,1,87,2,1,1,5
85008W85DSXD3NY,70,12,2,4,3,4,3,3
85008W85DWC4EQT,314,106,1,34,1,4,2,2
85008W85DWKJYE1,88,88,2,24,3,4,3,4
85008W85DXN6MYX,119,120,2,112,2,2,4,5
85008W85E1HF69X,275,137,1,174,1,4,2,4
85008W85E2YGQZ5,70,70,2,67,3,4,3,3
85008W85E9ZP5W6,270,135,2,224,2,1,4,4
85008W85EBN6NKS,161,160,2,299,3,4,3,3
85008W85EDV368U,327,165,3,67,2,4,3,1
85008W85EE7F5SE,641,161,4,87,3,4,4,4
85008W85EEKP3U1,335,169,3,67,2,4,3,5
85008W85EEY949R,70,70,2,34,1,1,3,5
85008W85EH7SKC7,535,267,1,112,2,4,3,3
85008W85EH8WSHN,145,73,4,112,2,4,2,5
85008W85EQ9CSBU,517,260,3,112,2,4,3,2
85008W85EQUM9M3,116,117,3,67,2,4,3,4
85008W85EVWM4A2,213,107,3,67,2,4,4,4
85008W85EWZCM56,93,46,2,67,4,2,2,3
85008W85EZDP64G,219,110,2,87,2,2,1,4
85008W85EZP1Z6T,178,36,2,24,4,1,3,5
85008W85F3J3NSX,95,24,3,224,2,1,3,4
85008W85F5CX2S5,94,95,2,299,3,4,3,3
85008W85F71AKBH,388,194,1,24,4,4,4,2
85008W85F85JDZE,70,23,3,4,4,4,4,5
85008W85F95M9PJ,362,181,3,224,2,1,4,3
85008W85F9G9KPF,346,173,2,224,3,1,4,4
85008W85F9RZKJU,107,53,2,67,3,2,3,3
85008W85FC7MAAJ,425,212,2,112,3,2,3,3
85008W85FCVCK7W,334,166,2,174,3,4,3,5
85008W85FDR2ZV4,133,67,1,54,3,4,3,3
85008W85FH7N9AY,192,96,4,137,3,4,4,2
85008W85FJ2G35Y,346,174,4,67,4,4,4,3
85008W85FP7WKMS,1992,662,3,137,2,4,3,3
85008W85FSFYA4M,503,251,3,174,3,4,3,3
85008W85FSU8E7U,313,314,3,174,2,4,2,5
85008W85FVCKJV7,327,328,1,224,2,4,4,4
85008W85G6N9R4X,77,40,1,112,2,4,2,3
85008W85G7G3SY6,513,258,3,174,3,4,4,1
85008W85GB72WHC,2080,1044,3,67,3,4,3,4
85008W85GCAN8AP,946,236,2,299,2,4,4,2
85008W85GNURW5V,106,107,3,67,2,4,4,2
85008W85GSP21K3,201,102,1,67,1,4,2,4
85008W85GU9CUTV,372,186,1,174,2,4,3,3
85008W85GY91ZMD,95,48,4,87,3,4,4,4
85008W85H22D5ZT,70,70,4,34,1,4,1,1
85008W85H2DR2BS,413,207,3,112,4,2,2,5
85008W85H2ZZ4XR,901,224,1,299,1,4,2,5
85008W85H4QBSPF,156,78,1,174,3,4,3,5
85008W85H63WHS2,269,135,3,112,3,4,4,2
85008W85HC4EJ3P,775,389,2,174,3,4,4,1
85008W85HHH7KC6,1368,458,1,24,2,1,1,3
85008W85HJ3FA54,567,284,4,34,1,4,3,1
85008W85HJCA4UG,205,103,3,174,3,4,3,5
85008W85HKHU2PC,231,232,1,137,3,2,3,3
85008W85HP4UCF1,399,201,2,224,2,2,3,3
85008W85HT3JGWK,210,105,4,54,2,4,4,4
85008W85HUHWU5K,146,146,1,224,3,4,3,5
85008W85HWH11XB,406,408,3,14,2,4,4,3
85008W85HXXHM47,212,106,2,54,3,4,3,3
85008W85HZC63RZ,125,125,4,54,2,4,4,4
85008W85J137Q5V,238,79,2,67,3,2,3,2
85008W85J4D1MDE,314,156,1,224,3,4,2,3
85008W85J61AXSD,260,130,2,54,4,2,2,3
85008W85J9FSWR5,138,137,3,174,3,2,3,4
85008W85JD2T6B4,246,124,3,174,2,1,4,4
85008W85JKF616K,816,407,1,112,4,1,4,2
85008W85JKK7EB6,369,368,1,54,4,4,3,2
85008W85JKT7YDF,250,125,3,299,1,4,2,2
85008W85JM2YWZV,200,101,4,34,1,4,1,3
85008W85JPC75V1,260,87,3,137,2,4,3,3
85008W85K1REYWG,171,57,3,224,2,4,4,3
85008W85K2ASPQE,724,240,1,112,3,2,3,3
85008W85K4W73Z9,274,275,4,174,2,1,4,4
85008W85K4YU1D4,663,666,2,24,4,2,3,3
85008W85K8FXGX5,1636,326,1,174,1,4,2,4
85008W85K8K3ZMD,93,93,4,137,4,1,4,4
85008W85KEKU7V8,70,70,1,87,2,1,4,4
85008W85KFTDYB8,774,772,2,34,3,4,2,5
85008W85KJ2A5P2,204,102,2,112,2,2,2,3
85008W85KMTCPJ3,162,163,1,137,4,4,3,3
85008W85KSPB12J,100,50,1,87,3,4,2,2
85008W85KUYU1ZT,632,630,3,4,3,4,3,2
85008W85KVE268X,249,124,3,87,2,4,3,3
85008W85KXCHB61,70,70,2,4,4,2,3,4
85008W85M2UM57J,303,152,2,34,1,1,2,1
85008W85M4F7A8G,109,110,1,14,4,4,4,5
85008W85MBSJUS9,70,35,4,67,3,1,4,4
85008W85MKCHEA3,230,115,3,224,4,2,2,4
85008W85MKUW935,70,35,2,44,3,4,2,3
85008W85MNBPZE2,130,65,2,112,2,2,3,2
85008W85MP5W7H5,119,60,2,137,2,2,3,2
85008W85MR1QCJ6,269,67,2,54,3,1,3,3
85008W85MR94XBW,70,36,3,87,2,4,1,3
85008W85MSS3XDX,543,541,2,224,2,4,3,3
85008W85MT185AT,777,387,3,174,3,4,4,3
85008W85MWQU8VX,116,40,2,4,3,4,3,3
85008W85MY5FYWG,175,176,2,112,2,2,2,3
85008W85N1VTYS6,437,220,3,299,1,4,2,4
85008W85N3VG8QQ,340,339,2,54,3,4,3,4
85008W85N4PAPUS,113,114,3,24,3,1,4,5
85008W85NAF5T7K,156,157,2,87,4,1,4,5
85008W85NH5HE7P,70,70,2,112,2,4,3,4
85008W85NKS48Q1,82,82,4,44,1,4,3,4
85008W85NM2356S,381,192,2,67,3,1,3,2
85008W85NQE3DT7,77,77,2,112,2,4,4,5
85008W85NR68KME,96,96,3,87,2,1,2,3
85008W85NUPH99D,207,208,2,24,1,2,3,5
85008W85NV5Y1N3,72,36,4,112,2,4,2,3
85008W85NX789X6,70,70,3,112,2,1,4,3
85008W85NZX65KF,70,35,2,137,2,4,3,2
85008W85P1GFNYT,70,23,3,67,4,1,3,5
85008W85P46YTCV,1262,423,3,4,3,4,3,3
85008W85P4P24UB,83,83,1,67,4,4,3,2
85008W85P98THQV,70,70,2,67,3,4,3,3
85008W85PB2CBP2,115,58,3,299,3,2,3,3
85008W85PCNY5CC,297,59,3,4,1,4,3,5
85008W85PD5F7QR,120,60,2,137,2,4,4,4
85008W85PK62ZH7,330,164,3,67,1,4,3,1
85008W85PNNPQ1V,141,71,2,4,3,4,3,2
85008W85PR3KVE4,70,36,2,44,3,4,4,3
85008W85PR6JZX7,114,57,2,299,2,1,4,4
85008W85PST5HFP,461,154,3,174,2,4,3,3
85008W85PUYX7M1,695,233,3,299,3,4,4,3
85008W85PVSHHC5,342,115,2,137,2,4,4,3
85008W85PWWED3T,329,66,3,112,2,4,3,4
85008W85PXY2DQ6,360,181,3,224,2,1,4,3
85008W85Q155Y4U,314,105,1,174,4,4,3,5
85008W85Q21EATH,508,510,4,54,3,4,4,2
85008W85Q3H4Z44,195,99,3,87,2,1,2,3
85008W85Q669WZ4,117,59,3,224,2,4,3,4
85008W85Q9AECRX,184,184,3,67,3,2,3,4
85008W85Q9KWKK9,141,47,3,137,3,1,4,5
85008W85Q9MECG2,85,85,1,87,3,4,2,2
85008W85QAFZF8U,430,142,2,4,3,4,3,5
85008W85QJ1TFZ1,1573,523,3,34,2,2,3,3
85008W85QJ1TZKX,148,74,2,224,2,1,4,4
85008W85QR45UQB,113,114,2,67,3,4,2,3
85008W85QR8Z5XY,313,156,1,299,2,4,3,4
85008W85QSH84YU,227,115,3,87,3,4,3,3
85008W85QV64B6S,70,70,2,67,3,4,3,2
85008W85QWW9C8Q,169,85,2,87,4,4,4,4
85008W85R27R195,160,32,2,34,3,4,2,3
85008W85R6X7FX4,368,367,1,54,3,4,3,2
85008W85RAJEAZ1,76,76,3,87,2,1,2,3
85008W85RB8TDKY,217,110,3,112,2,1,2,4
85008W85REB3A1X,70,70,1,112,3,4,3,3
85008W85RH594ZC,855,427,3,174,3,4,4,3
85008W85RQ2XWED,97,49,2,112,2,2,3,4
85008W85RS8RWJ2,208,209,2,67,3,4,4,4
85008W85RUX1JF2,147,74,2,87,3,4,4,3
85008W85RVS35UY,375,188,3,424,2,1,3,4
85008W85S7R7MHW,177,59,1,137,2,4,3,4
85008W85S8PBWNG,245,124,2,14,4,1,3,4
85008W85S95WQ3J,188,47,2,87,4,4,4,5
85008W85SEY914H,384,385,3,112,4,4,4,4
85008W85SH3AGCN,185,62,3,224,2,1,4,3
85008W85SHK3X3G,139,70,2,424,3,4,3,5
85008W85SN9C17M,97,97,1,112,2,4,4,4
85008W85SRPB961,158,79,2,14,3,4,3,2
85008W85T2N8K2G,475,159,1,87,3,4,3,2
85008W85T2YQUG8,377,378,3,174,2,4,2,3
85008W85T459C3C,267,133,3,137,3,4,4,5
85008W85T6197UB,893,449,3,67,3,4,4,2
85008W85T81ANSY,70,70,4,24,1,4,3,5
85008W85T8UJ72F,183,92,3,137,3,4,4,2
85008W85TCUAHJ2,329,110,2,67,3,1,3,3
85008W85TD5QKAB,221,111,2,34,4,4,3,3
85008W85TEG4GXM,709,178,3,137,3,4,4,4
85008W85TFHD525,97,33,1,54,1,4,3,2
85008W85TXG4T3U,391,389,4,4,4,4,4,3
85008W85TZTD2FE,569,285,2,34,2,2,3,3
85008W85U13Y2M9,70,70,3,34,2,2,3,5
85008W85U1BKNBB,88,88,2,87,3,1,3,4
85008W85U26T94T,290,97,1,174,2,4,4,1
85008W85U3MXQ3U,293,146,3,174,2,1,3,3
85008W85U4DF278,372,371,2,112,3,4,4,5
85008W85U6T4EGN,174,58,3,67,3,1,4,5
85008W85U6UDP5G,489,244,3,299,3,4,3,5
85008W85U877DS1,384,193,3,137,3,4,4,2
85008W85UG3X6NN,693,232,2,34,2,4,4,2
85008W85UGMZY3W,649,324,3,137,3,4,4,3
85008W85UMXHD3V,304,152,1,112,3,2,3,3
85008W85USGHPR7,84,42,3,54,2,4,3,2
85008W85UUXF43P,376,94,4,67,3,4,4,5
85008W85UYUHB78,70,70,2,54,4,4,3,2
85008W85V4649DB,233,117,1,67,1,4,3,3
85008W85V6FEHCC,241,121,4,67,3,1,4,3
85008W85V747HEP,85,85,2,54,3,4,4,2
85008W85V77B7TV,230,229,3,112,2,4,4,3
85008W85V7887WC,227,76,3,299,1,4,2,5
85008W85V82VRJ1,76,38,3,87,2,4,1,3
85008W85V8SAQJG,390,195,1,87,4,1,4,4
85008W85VBP544W,290,145,3,87,2,1,3,1
85008W85VCF5PQ5,305,103,3,4,1,4,3,3
85008W85VG9NBWC,452,150,1,299,4,4,3,3
85008W85VJPS6MY,182,91,4,137,3,2,2,3
85008W85VK2VYD4,671,337,3,224,3,2,3,3
85008W85VMAC58E,293,147,4,224,2,1,3,4
85008W85VPP7V4N,125,125,1,4,1,4,2,4
85008W85VT4VTHU,467,235,1,174,3,4,3,3
85008W85VZY7F2Q,123,62,4,137,3,1,4,5
85008W85W2KU3JD,132,131,2,174,2,4,3,4
85008W85W2XN8YJ,315,314,2,54,3,4,3,3
85008W85W3F38BQ,158,159,2,34,4,2,3,3
85008W85W3SSVN4,247,82,3,112,2,1,4,3
85008W85W5UWS49,2059,517,3,224,4,4,3,3
85008W85WA1YGYN,882,440,2,87,1,1,2,5
85008W85WC8E1MK,518,260,3,34,3,4,4,3
85008W85WCXJEQ2,210,105,3,87,2,1,4,3
85008W85WHPU5D6,83,83,1,67,1,4,4,3
85008W85WMZ7G2B,103,103,2,112,2,4,4,4
85008W85WP6T9KV,251,250,2,34,4,4,3,2
85008W85WQV3MTV,113,113,3,137,3,1,4,4
85008W85WS2876P,217,109,3,137,2,4,4,3
85008W85WS2RYRW,75,75,3,24,2,4,4,3
85008W85WVFFYA8,586,292,2,87,3,4,4,4
85008W85WZHS1CX,203,68,2,54,3,4,3,2
85008W85X3F1VZH,256,85,3,174,2,1,3,5
85008W85X5F8BS7,70,70,4,4,4,4,4,3
85008W85X5GJPYQ,641,127,3,224,3,4,4,3
85008W85XD3SWD1,183,61,2,87,3,4,4,3
85008W85XE21N69,93,47,1,87,2,1,1,3
85008W85XE2UGWC,177,89,1,174,4,4,4,4
85008W85XFM3SD1,281,141,4,174,2,1,4,2
85008W85XMG558Z,116,117,2,4,4,1,3,4
85008W85XNH1SBA,221,111,1,112,2,4,4,2
85008W85XP3YKP9,804,269,3,112,4,4,4,3
85008W85XRGXWX3,116,117,1,4,4,4,3,1
85008W85XT1CRK6,119,40,2,4,1,1,3,5
85008W85XTU56AN,513,512,3,112,3,4,4,3
85008W85XUNJMR1,109,54,3,24,4,4,4,1
85008W85XXFAH87,346,173,2,299,3,1,4,4
85008W85XY12HNP,606,203,2,67,3,4,4,4
85008W85XYQW5WG,75,15,4,137,3,2,2,1
85008W85XYVM3H8,117,59,3,224,3,1,2,5
85008W85Y2XSV4E,624,311,4,174,4,1,4,2
85008W85Y3EJURF,193,194,1,44,1,4,2,2
85008W85Y4X9FUV,198,99,3,44,3,1,4,4
85008W85YJ4FAHM,553,279,3,174,2,1,3,4
85008W85YJD9VJ7,291,97,2,174,2,4,4,3
85008W85YSZA84X,114,114,4,67,3,2,3,5
85008W85YZ938VQ,91,91,1,87,3,4,2,5
85008W85Z1DXBE5,128,64,2,112,2,4,4,4
85008W85Z2ZC5JT,389,195,2,500,2,1,4,2
85008W85Z31ACWC,126,125,2,137,3,2,3,4
85008W85Z35681F,453,226,1,224,1,4,2,4
85008W85ZB5T6JA,115,115,3,54,1,4,3,3
85008W85ZD47HFF,441,88,3,137,3,4,4,2
85008W85ZFN7X5P,339,68,1,224,3,4,3,3
85008W85ZFV249R,302,151,3,112,3,4,3,1
85008W85ZK5BN7H,94,94,1,112,2,4,2,5
85008W85ZN1ZWU3,214,107,2,299,3,4,4,2
85008W85ZRE92PD,182,183,1,500,3,4,2,5
85008W85ZTP7DZN,117,117,2,34,4,4,3,3
85008W85ZWU6JK4,160,80,1,224,2,4,4,5
85009W8513E38G2,92,92,3,87,2,4,4,5
85009W8514BV8G7,427,214,1,174,3,4,4,2
85009W8514XYYF2,77,39,4,87,1,2,4,1
85009W85157MRTZ,105,36,3,137,1,2,2,2
85009W8516DCV8J,70,70,1,67,4,4,2,3
85009W851782N33,75,25,1,4,2,4,4,1
85009W8517DBBMM,1860,374,1,299,3,4,3,2
85009W8517RKDN5,112,55,4,137,2,4,4,2
85009W8517Y7FDU,1065,536,1,54,4,2,2,2
85009W851BQHTAN,309,103,4,87,3,1,3,1
85009W851CYB5K3,70,35,3,87,2,4,3,4
85009W851DYPSPB,70,35,1,87,2,2,2,3
85009W851ETVTPE,1153,579,3,54,1,4,4,2
85009W851F2643W,215,109,4,54,3,1,3,3
85009W851HEXSHS,86,86,1,54,2,4,2,1
85009W851HPQ68E,124,125,1,54,2,4,2,1
85009W851J5GKEK,345,174,3,299,4,1,4,2
85009W851JZZ8EQ,70,36,2,87,4,4,4,5
85009W851K728BR,563,189,2,137,3,4,3,3
85009W851QTM1KT,87,43,3,67,1,1,3,3
85009W851QTTABF,78,78,4,67,2,4,1,3
85009W851SQUMAB,81,41,1,112,3,4,3,3
85009W851VAPGQT,397,200,1,87,3,2,2,4
