"RespID","wgtpop (in 10's)","wgthh (in 10's)","I am happy with my weight {sumax(X16600,C4.000000,C4.000000,X16601,C3.000000,C3.000000,X16602,C2.000000,C2.000000,X16599,C1.000000,C1.000000)}","Household Income {sumax(X85317370,C4.00,X85317368,C14.00,X85317373,C24.00,X85317369,C34.00,X85317374,C44.00,X24925,C54.00,X24935,C67.00,X24938,C87.00,X85317371,C112.00,X85317372,C137.00,X24929,C174.00,X24924,C224.00,X70839,C299.00,X70840,C424.00,X70841,C500.00)}","I am as close to my friend group as I am to my family {sumax(X91585726,C4.000000,C4.000000,X91589417,C3.000000,C3.000000,X91590927,C2.000000,C2.000000,X91588007,C1.000000,C1.000000)}","Faith: Holding to religious faith and belief {sumax(X14833,C2.500000,C2.500000,X14834,C1.000000,C1.000000,X14835,C4.000000,C4.000000)}","I am perfectly happy with my standard of living {sumax(X91583243,C4.000000,X91591993,C3.000000,X91592876,C2.000000,X91586625,C1.000000)}","Very Conservative {X61206}","Somewhat Conservative {X61209}","Middle of the Road {X61208}","Somewhat Liberal {X61210}","Very Liberal {X61207}"
88008W885BXQQPK,193,191,3,34,4,1,4,0,0,1,0,0
88008W885CXGJG9,288,71,4,500,3,1,4,0,1,0,0,0
88008W885FQQXBP,321,318,4,174,4,1,3,1,0,0,0,0
88008W885H8DM95,254,251,4,500,4,1,4,0,0,0,1,0
88008W885MSDTGY,639,317,3,500,4,2,4,0,0,0,0,1
88008W885PQQETW,70,69,4,87,4,1,3,0,0,1,0,0
88008W885QWTDEZ,419,208,3,137,3,1,3,0,0,0,0,1
88008W88658SHNZ,77,39,4,44,4,1,4,0,0,1,0,0
88008W88678PQ7Y,625,310,3,112,3,1,3,0,0,0,1,0
88008W8868ZYD57,135,134,4,174,3,2,4,0,0,0,1,0
88008W886EP6U4N,128,64,3,137,3,1,3,0,0,0,0,1
88008W886QTB5H8,304,150,4,137,3,2,1,0,0,0,0,1
88008W886R9QTYM,70,69,3,87,4,2,3,0,0,0,1,0
88008W886S1HCCS,492,244,4,299,4,1,2,0,0,0,1,0
88008W886SR2X99,103,102,4,54,4,2,3,0,0,1,0,0
88008W886TJGCD1,108,107,3,67,4,1,4,0,1,0,0,0
88008W886URBE4N,154,77,3,34,3,1,2,0,0,1,0,0
88008W886X5EHVK,101,100,3,4,4,1,2,1,0,0,0,0
88008W886XMCMJD,70,35,3,4,3,2,3,0,0,1,0,0
88008W8871FUG1D,70,35,3,67,4,1,3,0,1,0,0,0
88008W8875X4UTG,799,263,4,299,3,1,4,0,0,1,0,0
88008W8876736V4,608,150,3,54,3,1,3,0,0,1,0,0
88008W8878QX1GP,164,81,3,137,4,2,3,0,0,0,1,0
88008W887A2NA8P,70,35,3,87,4,2,3,0,0,0,1,0
88008W887B6FSRT,70,35,4,54,3,2,4,0,1,0,0,0
88008W887BZNM18,459,228,3,424,3,1,4,0,0,1,0,0
88008W887FSW51Y,187,93,3,137,4,1,3,0,1,0,0,0
88008W887V5P3J4,1592,395,4,112,4,1,2,0,1,0,0,0
88008W887W48J9M,70,35,3,54,4,1,3,0,0,1,0,0
88008W887XB3X2K,249,246,3,34,4,2,4,0,0,1,0,0
88008W887XVKF6Z,641,212,4,224,3,2,3,0,0,1,0,0
88008W888323NTT,379,189,3,87,4,1,2,0,0,1,0,0
88008W8884RWUGX,295,292,3,424,3,2,3,1,0,0,0,0
88008W8887Y3F9N,670,332,4,224,4,2,4,0,0,0,0,1
88008W8889UKJ1U,1005,248,3,4,4,1,4,0,0,1,0,0
88008W888FZ4778,70,70,4,87,4,1,3,0,0,0,1,0
88008W888GCZ947,152,75,4,424,3,1,4,0,0,0,0,1
88008W888K2RVHB,586,146,3,44,4,2,2,0,1,0,0,0
88008W888T17V25,229,227,3,174,3,1,4,0,0,1,0,0
88008W888TR9NK1,142,70,3,112,4,1,3,0,0,1,0,0
88008W888UKCH1W,375,186,3,137,3,1,2,0,0,0,1,0
88008W888W1XKM4,263,260,3,137,4,1,4,0,0,1,0,0
88008W888ZHQWTY,141,71,3,174,4,2,3,0,0,0,0,1
88008W8891BSBY6,708,175,4,224,3,2,3,0,0,0,1,0
88008W8891EKGTC,680,225,4,174,3,1,3,1,0,0,0,0
88008W88982Q1KX,444,220,4,87,3,1,4,0,1,0,0,0
88008W889HDW6TA,249,124,3,87,3,2,3,0,0,1,0,0
88008W889KMGR8W,1163,577,3,174,4,1,3,0,1,0,0,0
88008W889Q78SY8,116,115,3,54,3,1,4,0,0,0,0,1
88008W889QS516Q,70,70,3,34,3,2,3,0,1,0,0,0
88008W889YTECX8,260,129,3,34,3,1,1,0,0,0,1,0
88008W889ZZ3PPX,122,61,4,174,4,1,2,0,0,1,0,0
88008W88A1JFS9Z,156,154,4,4,4,1,4,1,0,0,0,0
88008W88A4FGTSN,70,70,4,4,3,2,2,0,0,0,0,1
88008W88A5SZ1RF,440,436,4,67,3,1,4,0,0,0,0,1
88008W88A942A2K,318,158,3,112,3,1,2,0,1,0,0,0
88008W88ACT1XXF,145,144,3,44,3,1,2,0,0,0,1,0
88008W88AH8BC7C,158,79,4,299,3,2,3,0,0,1,0,0
88008W88AM332SC,499,247,4,174,3,2,2,0,0,0,1,0
88008W88ANA5GCA,121,120,4,34,3,2,3,0,1,0,0,0
88008W88APVR77Y,195,193,3,44,3,1,2,0,0,0,1,0
88008W88AQ6SHCK,70,35,4,4,4,1,3,0,0,1,0,0
88008W88ASWUU3J,161,54,3,54,3,2,3,1,0,0,0,0
88008W88AT5Z3F5,816,269,4,299,3,2,2,0,0,1,0,0
88008W88ATFX5NR,303,151,4,299,4,1,1,0,0,1,0,0
88008W88AUZEQZ4,70,35,4,4,4,1,3,0,0,1,0,0
88008W88B3UZMWP,203,201,3,54,3,1,4,0,0,1,0,0
88008W88B6J7ERY,304,150,3,112,4,1,3,0,1,0,0,0
88008W88B8SQMZB,101,100,4,54,4,2,3,0,0,0,0,1
88008W88BEH6VF3,70,18,4,24,4,1,3,0,0,0,0,1
88008W88BG6R246,278,138,4,137,3,2,1,0,0,1,0,0
88008W88BK5M26K,285,71,3,224,4,2,4,0,0,0,1,0
88008W88BP1HTH4,518,256,3,299,4,2,3,0,0,1,0,0
88008W88BPZ56H9,152,75,4,174,3,1,4,0,1,0,0,0
88008W88BS61Y7X,262,86,3,14,4,1,4,0,0,1,0,0
88008W88BW9UQBY,185,184,3,67,3,1,3,0,0,0,0,1
88008W88BWVP1XV,159,80,4,44,3,2,3,0,0,0,0,1
88008W88C3YUMJJ,546,542,3,174,4,1,4,0,0,0,1,0
88008W88C5MT5ZP,210,104,4,174,4,2,3,0,0,0,0,1
88008W88C64XM5D,727,720,4,14,3,1,3,0,1,0,0,0
88008W88C7Y8V1F,504,249,3,174,4,1,3,0,0,1,0,0
88008W88C8QY2SX,617,204,3,24,4,1,3,0,0,0,0,1
88008W88CAZ787P,87,86,3,54,4,1,3,0,0,0,1,0
88008W88CEVMT8B,70,35,3,54,4,2,4,0,0,1,0,0
88008W88CJ27ZAX,209,104,4,67,3,2,3,0,0,0,1,0
88008W88CKAZ8R1,129,65,4,500,4,2,3,0,0,0,0,1
88008W88CM4TQAY,590,584,3,174,3,1,3,0,0,0,1,0
88008W88CMQRJ28,128,127,3,54,3,2,2,0,0,0,0,1
88008W88CN54V8A,243,121,3,34,4,1,3,1,0,0,0,0
88008W88CNRGHG7,1438,474,4,137,4,2,3,0,0,1,0,0
88008W88CTU863R,140,35,3,14,4,1,4,0,0,1,0,0
88008W88CXBK2PG,310,153,4,67,3,2,4,0,0,0,0,1
88008W88D4VNR1D,339,169,3,112,4,2,3,0,0,0,1,0
88008W88D74Z3X8,252,249,3,112,4,2,3,0,0,0,0,1
88008W88D7JV42N,215,107,4,44,4,1,3,0,0,0,1,0
88008W88D811HV5,619,153,3,14,4,1,1,0,0,1,0,0
88008W88D92BVN5,164,81,3,500,4,2,4,0,0,0,0,1
88008W88DBVA4ZU,70,18,3,34,3,1,1,0,0,1,0,0
88008W88DCX3CGN,223,221,4,24,3,1,4,0,0,1,0,0
88008W88DF648C7,290,144,4,174,3,2,3,0,1,0,0,0
88008W88DH8K4J4,70,69,3,4,4,1,2,0,0,0,0,1
88008W88DJ59UB2,439,218,3,174,4,1,4,0,0,0,1,0
88008W88DPG5RQ2,252,49,4,137,4,2,3,0,0,0,1,0
88008W88DQP4NX7,199,197,3,87,4,2,3,0,0,0,1,0
88008W88DVX6468,83,28,3,4,3,1,1,1,0,0,0,0
88008W88DYU55FJ,70,35,3,34,3,1,1,0,0,1,0,0
88008W88E14QT9Y,70,69,3,4,3,1,1,0,1,0,0,0
88008W88E22NVUV,975,161,3,87,3,2,3,0,0,1,0,0
88008W88E35ZBTR,237,235,3,137,3,2,3,0,0,0,0,1
88008W88E3S6XGH,91,46,4,87,3,1,3,1,0,0,0,0
88008W88E5Y95K8,92,46,4,137,4,2,3,0,0,0,0,1
88008W88E7MGVNA,224,75,4,174,4,1,4,0,0,1,0,0
88008W88E8WMFKS,179,178,3,14,3,1,2,0,0,1,0,0
88008W88E9WW74N,245,122,4,224,4,2,2,0,0,0,0,1
88008W88EE9T6A4,552,273,4,137,3,2,3,0,0,0,1,0
88008W88EG58Z67,399,198,3,174,3,2,3,0,1,0,0,0
88008W88EK8M8X1,237,118,3,54,3,2,4,0,1,0,0,0
88008W88EMRMW99,181,180,3,137,4,1,4,1,0,0,0,0
88008W88EPNSN27,610,604,4,112,3,1,4,1,0,0,0,0
88008W88EQJXE6V,150,74,4,34,4,1,3,0,0,1,0,0
88008W88ETERCV6,562,278,4,174,4,1,3,0,0,0,1,0
88008W88EVMT6KW,259,129,4,424,4,2,3,0,0,1,0,0
88008W88EX9HWSN,167,83,3,4,4,1,1,0,0,0,1,0
88008W88EXC5Q1G,685,679,4,24,3,2,4,1,0,0,0,0
88008W88EYSMC5A,407,403,4,174,3,1,3,0,0,0,0,1
88008W88EZSG2GX,165,163,4,44,4,1,3,0,0,0,1,0
88008W88F2KJXUG,1356,336,4,174,4,1,3,0,1,0,0,0
88008W88F36RS9S,849,210,3,87,4,2,3,0,0,0,1,0
88008W88F5D5ENG,70,18,3,14,3,2,2,0,0,1,0,0
88008W88F8UK19N,70,23,3,4,4,1,4,0,0,0,1,0
88008W88FCS5FHQ,257,254,3,87,3,2,4,0,0,0,1,0
88008W88FJ7WVT5,986,326,3,174,4,1,3,0,0,1,0,0
88008W88FKJ5EX8,139,46,3,24,4,2,3,0,0,1,0,0
88008W88FNF3PGG,190,94,4,87,3,2,3,0,0,0,0,1
88008W88FZD637M,265,132,3,112,3,1,4,0,1,0,0,0
88008W88G14NBQG,289,286,4,224,3,1,4,0,0,0,1,0
88008W88G34RQCW,283,93,3,54,3,1,3,1,0,0,0,0
88008W88G3HPJ8H,77,77,3,137,3,2,2,0,0,1,0,0
88008W88G41E9GZ,275,137,3,112,3,1,4,0,0,0,1,0
88008W88G4951MY,2434,603,3,34,4,1,3,0,0,0,0,1
88008W88G567EVZ,255,252,4,87,3,2,4,0,0,1,0,0
88008W88G631J7X,252,63,3,137,4,1,3,0,0,0,0,1
88008W88G78SSQ9,323,80,3,87,3,1,2,0,0,1,0,0
88008W88GA43C4A,471,234,4,174,3,1,3,0,1,0,0,0
88008W88GB1BUFQ,549,181,3,54,3,2,4,0,0,0,0,1
88008W88GBYX3G8,110,55,3,24,4,1,2,0,0,0,1,0
88008W88GEGEF4P,278,138,3,112,4,2,3,0,0,0,0,1
88008W88GK1CJR4,76,75,3,24,3,1,3,0,0,1,0,0
88008W88GP6B7CB,121,120,3,137,4,1,4,0,0,0,0,1
88008W88GSWEK1A,347,172,3,137,3,2,2,0,0,1,0,0
88008W88GT2PP8C,363,181,3,224,4,2,4,0,0,0,1,0
88008W88GU964J7,410,203,4,137,3,2,4,0,0,1,0,0
88008W88GVVJSN4,368,182,4,500,3,1,3,0,0,0,1,0
88008W88H3MP4AU,1013,335,3,87,3,1,2,0,0,0,0,1
88008W88HAY2D9D,439,218,3,67,3,1,4,0,0,1,0,0
88008W88HFXP3KT,313,155,4,224,3,2,3,0,0,1,0,0
88008W88HGM8WPV,654,647,4,87,4,1,4,0,0,0,1,0
88008W88HKW1T3P,281,278,3,67,3,1,2,0,0,1,0,0
88008W88HMWU8T3,194,96,3,224,3,2,3,0,0,0,1,0
88008W88HV7TUEY,194,96,4,34,4,1,4,0,1,0,0,0
88008W88J1A75UH,84,21,3,44,4,1,4,0,0,1,0,0
88008W88J68WPJC,75,75,4,137,3,1,3,0,0,0,1,0
88008W88JBD72NT,79,40,3,87,4,2,3,0,0,0,0,1
88008W88JBFUP4B,70,70,4,34,4,2,4,0,0,0,0,1
88008W88JC9JPQR,89,45,4,112,4,2,4,0,0,1,0,0
88008W88JD5Y63C,70,70,3,67,4,2,3,0,0,0,1,0
88008W88JEMT2GE,1114,367,3,87,3,1,3,0,0,1,0,0
88008W88JKHC4MC,156,154,3,67,4,2,3,0,0,1,0,0
88008W88JKPW7SZ,70,70,3,34,3,1,3,0,0,1,0,0
88008W88JKSZX4E,592,293,4,67,3,1,4,0,1,0,0,0
88008W88JMKW7MY,70,35,4,24,3,2,3,0,0,1,0,0
88008W88JNSY333,152,76,3,54,4,1,3,0,0,1,0,0
88008W88JNTK3XM,534,529,4,112,4,1,3,1,0,0,0,0
88008W88JPT57F8,638,316,3,174,4,2,3,0,0,1,0,0
88008W88JTG2472,166,82,4,87,3,1,3,0,1,0,0,0
88008W88JV983S5,131,65,4,87,4,1,4,0,0,1,0,0
88008W88JW6JX5B,70,23,4,34,3,2,4,0,0,1,0,0
88008W88JX8DNKZ,84,83,3,54,4,1,3,0,0,1,0,0
88008W88K9M6FE3,370,184,3,87,3,1,3,0,0,0,1,0
88008W88K9Q9GCQ,411,204,3,137,3,2,2,0,1,0,0,0
88008W88KCU5SDH,136,135,3,137,4,1,3,0,0,1,0,0
88008W88KCWNGB8,188,93,4,87,4,2,3,0,0,0,1,0
88008W88KHSHKJ2,385,192,4,67,3,2,3,0,0,0,0,1
88008W88KJ9JS5B,108,107,4,54,4,2,3,0,0,0,1,0
88008W88KNBDWE6,411,204,3,137,3,2,2,0,0,0,0,1
88008W88KP6NYTS,1135,374,3,44,3,1,4,0,1,0,0,0
88008W88KPK1GRG,168,83,3,14,4,2,3,0,0,0,0,1
88008W88KQ8FJ5R,104,103,3,54,4,2,3,0,0,0,0,1
88008W88KQB6B2R,554,274,3,137,3,1,3,0,0,1,0,0
88008W88KQW1P8H,367,183,4,87,4,1,4,0,0,0,1,0
88008W88KWZZ6JW,348,86,4,299,4,1,1,1,0,0,0,0
88008W88KX7GWK7,176,174,3,112,4,2,3,0,0,0,0,1
88008W88M26VKUE,160,159,4,112,3,1,3,0,0,0,0,1
88008W88M4HK357,211,105,4,24,3,2,4,0,0,1,0,0
88008W88M8RGX18,518,256,4,500,3,2,3,0,0,1,0,0
88008W88M9JP52Q,427,141,4,137,3,2,3,0,0,1,0,0
88008W88M9X82Y6,81,41,3,54,3,2,2,0,0,0,0,1
88008W88MH8WUGA,307,304,4,112,4,2,2,0,0,0,1,0
88008W88MJAG6AR,335,166,3,137,3,2,4,0,0,0,1,0
88008W88MK3VNYH,326,161,3,112,4,2,3,0,0,1,0,0
88008W88MKCSEA2,652,215,3,87,3,1,3,0,0,1,0,0
88008W88MNZJ1TH,72,71,3,14,3,2,2,0,0,0,1,0
88008W88MTB6291,232,115,3,87,4,2,3,0,0,1,0,0
88008W88MTE16PT,266,263,3,112,3,1,1,1,0,0,0,0
88008W88MUD1XF6,257,254,3,44,3,1,2,0,1,0,0,0
88008W88MY3E5S1,70,35,4,174,4,2,4,0,0,0,0,1
88008W88MYA9HAE,78,26,4,112,3,2,1,0,0,1,0,0
88008W88MZFCG9Y,201,100,3,87,4,2,3,0,0,1,0,0
88008W88MZZ7E2M,174,172,3,4,4,1,1,1,0,0,0,0
88008W88N2C15CC,301,150,4,424,4,2,3,0,0,0,1,0
88008W88N3RD9B7,751,247,3,87,4,1,2,0,0,1,0,0
88008W88N578YAP,83,82,3,87,4,2,3,0,1,0,0,0
88008W88N71AT95,202,200,4,67,4,2,3,0,0,1,0,0
88008W88NCMMQ8D,186,185,3,87,3,2,2,0,0,0,0,1
88008W88NDXAP1S,99,33,3,224,4,1,4,0,0,1,0,0
88008W88NFY6QYS,209,52,4,112,4,1,3,0,0,0,1,0
88008W88NGCV3SN,70,35,3,4,4,1,4,1,0,0,0,0
88008W88NKS29GU,70,35,3,14,4,1,4,0,1,0,0,0
88008W88NKW38WC,114,113,4,14,4,1,4,0,0,1,0,0
88008W88NRECB6A,70,70,3,14,3,1,2,0,0,0,1,0
88008W88NU2CXCV,334,165,3,87,4,2,3,0,0,0,1,0
88008W88NVMF2M4,101,51,4,87,4,1,4,0,0,1,0,0
88008W88NX3TMKR,86,85,3,4,4,1,2,1,0,0,0,0
88008W88NY2UFGK,238,118,4,112,4,2,4,0,0,1,0,0
88008W88NZC26M9,486,482,3,67,3,1,2,0,1,0,0,0
88008W88P19QAMR,213,106,4,87,4,1,3,0,0,1,0,0
88008W88P1UJ2DZ,88,29,4,87,3,1,3,0,0,0,1,0
88008W88P22AQNZ,83,42,3,137,3,2,4,0,1,0,0,0
88008W88P2UWNXU,80,80,3,34,3,1,1,0,0,1,0,0
88008W88P5YZHDD,88,29,3,4,4,1,1,0,0,1,0,0
88008W88P69X8S6,1112,550,4,224,3,1,4,0,0,1,0,0
88008W88P729QH3,125,63,4,67,3,2,3,0,0,1,0,0
88008W88P7K3RHK,779,257,3,14,4,1,2,0,0,0,0,1
88008W88PA23UJ2,146,73,4,44,4,1,4,0,1,0,0,0
88008W88PEJPRK6,981,486,3,137,3,1,3,0,1,0,0,0
88008W88PT5MG19,216,214,3,67,3,1,3,0,1,0,0,0
88008W88PU1F6MX,323,320,3,174,3,1,3,0,0,1,0,0
88008W88PURBF8F,70,35,3,4,4,1,4,0,0,0,0,1
88008W88PXHDYW2,102,51,4,44,3,2,4,0,0,1,0,0
88008W88PYEJD1A,463,230,4,224,4,2,3,0,0,0,1,0
88008W88PYHKYQ1,166,165,4,44,4,1,3,0,0,0,1,0
88008W88PZ95GHX,918,455,4,224,3,1,3,0,0,1,0,0
88008W88Q1RSVTB,1106,365,3,299,4,1,4,0,0,0,1,0
88008W88Q2N36FC,227,113,3,174,4,1,3,0,0,0,0,1
88008W88Q38ZCNF,173,86,4,44,4,2,2,0,0,0,0,1
88008W88Q3SKUHH,70,69,3,67,3,2,3,0,1,0,0,0
88008W88Q7WE6WE,147,73,3,137,3,2,4,0,0,0,0,1
88008W88QCQJGY1,265,132,4,424,3,2,3,0,0,0,0,1
88008W88QCX4UEF,202,100,4,4,3,2,2,0,0,1,0,0
88008W88QEGXSZ1,149,37,3,299,4,2,3,0,0,0,0,1
88008W88QHQGU5A,641,318,3,4,4,1,3,1,0,0,0,0
88008W88QJZ2161,191,189,3,14,3,1,2,0,1,0,0,0
88008W88QNC5QC6,128,127,3,4,4,1,3,0,0,1,0,0
88008W88QNNXF5S,483,239,3,87,4,2,3,0,0,0,0,1
88008W88QPKH1RT,210,35,3,112,4,1,3,0,0,0,0,1
88008W88QQ66NHQ,165,164,4,14,4,1,3,1,0,0,0,0
88008W88QY9SP16,917,227,3,299,3,1,4,0,0,0,0,1
88008W88QYM5ZW6,191,63,3,112,4,2,4,0,0,1,0,0
88008W88R2JDXG1,137,68,4,14,4,1,3,0,1,0,0,0
88008W88R2S2C8E,332,110,4,500,4,1,4,0,0,0,1,0
88008W88R68YQVG,682,225,4,112,3,1,3,0,1,0,0,0
88008W88RH45EAJ,70,35,4,34,3,2,4,0,1,0,0,0
88008W88RHT9GRB,268,133,3,14,4,1,4,1,0,0,0,0
88008W88RP5JC7C,701,695,4,14,4,1,4,0,0,1,0,0
88008W88RQBW7WD,301,149,3,174,4,1,3,0,1,0,0,0
88008W88RRD1XNE,286,142,3,112,3,1,3,0,1,0,0,0
88008W88RTPVG51,153,152,3,137,4,1,2,0,0,0,1,0
88008W88RV7KS12,121,120,4,112,3,1,3,0,0,1,0,0
88008W88RX5G6ZP,624,154,3,174,4,2,3,0,0,0,1,0
88008W88RZEWS1G,70,35,3,4,4,2,3,0,0,1,0,0
88008W88S15WJXU,167,83,3,299,3,2,3,0,0,0,0,1
88008W88S2RH5MB,246,243,3,174,4,1,3,0,0,0,0,1
88008W88S7E18AH,237,118,3,67,4,1,4,0,0,0,1,0
88008W88S8SKTR2,191,190,4,67,4,2,2,0,0,0,0,1
88008W88S9G5AHS,366,121,3,44,3,1,3,0,1,0,0,0
88008W88SB8U32F,251,248,3,54,3,1,2,1,0,0,0,0
88008W88SEQF3E3,70,69,4,87,4,2,3,0,0,0,0,1
88008W88SF64DWC,441,109,4,112,4,2,4,0,0,0,1,0
88008W88SG9GSW8,238,118,3,224,3,2,3,0,0,0,1,0
88008W88SJTKV3A,70,70,3,87,4,2,4,0,0,0,0,1
88008W88SP13ENE,444,110,4,424,4,2,3,0,0,1,0,0
88008W88SS9J7JR,1750,434,3,299,3,1,3,0,0,0,1,0
88008W88STTTT17,443,220,4,174,4,2,3,0,0,0,0,1
88008W88SUDP8PP,97,96,3,112,3,1,4,0,0,0,0,1
88008W88SVXGRJ4,267,133,3,87,4,1,4,0,1,0,0,0
88008W88SW4XM4V,175,173,4,137,3,2,1,0,0,0,1,0
88008W88T1Y3HRD,785,389,3,137,3,2,2,0,0,0,1,0
88008W88T2J335C,528,261,4,137,4,1,2,0,0,0,0,1
88008W88T2J88A1,101,50,3,24,3,1,4,0,0,1,0,0
88008W88T2SF4WK,190,189,3,137,4,1,4,0,0,1,0,0
88008W88T8G2NKS,254,251,4,112,3,1,2,0,0,0,1,0
88008W88T9QEHUS,186,184,3,87,4,2,2,0,0,0,0,1
88008W88TAVX42B,146,145,3,54,4,2,3,0,0,1,0,0
88008W88TB2MVGB,317,105,3,112,3,2,4,0,0,0,0,1
88008W88TF1ZT6W,70,35,4,4,3,1,4,0,0,0,1,0
88008W88TJ2U1J5,478,237,4,174,4,1,4,0,0,0,0,1
88008W88TK87HVA,823,204,3,44,3,1,2,0,1,0,0,0
88008W88TNKS264,301,149,3,112,3,2,4,0,0,0,1,0
88008W88TPR8YE7,107,106,3,44,4,1,4,0,0,1,0,0
88008W88TRAJ4JH,70,70,3,54,4,2,3,0,0,0,0,1
88008W88TVQVFP9,94,31,4,112,3,2,4,0,1,0,0,0
88008W88U15PXJS,673,334,4,174,4,1,3,0,0,1,0,0
88008W88U1FVKSY,179,178,4,54,4,1,4,0,0,1,0,0
88008W88UERKA8C,295,292,3,174,4,2,3,0,0,0,0,1
88008W88UF79VTQ,142,141,4,67,4,1,4,0,0,0,0,1
88008W88UG4RFEP,168,167,3,174,4,1,3,0,1,0,0,0
88008W88UGX7GE1,108,54,4,424,4,2,4,0,0,0,1,0
88008W88UNRT5QC,157,155,3,112,4,1,4,0,0,1,0,0
88008W88USRF8FA,125,63,3,112,4,1,3,0,0,1,0,0
88008W88USYW6Q1,129,128,4,87,3,2,4,0,0,1,0,0
88008W88UU57E2C,70,18,3,87,3,2,2,0,0,1,0,0
88008W88UZ6H1F6,326,323,4,14,4,1,4,0,0,1,0,0
88008W88UZ6N7WG,124,123,3,24,3,2,1,0,0,0,1,0
88008W88UZGEV6M,70,69,3,67,3,1,2,0,1,0,0,0
88008W88V2N9U5X,1900,627,3,137,3,1,3,1,0,0,0,0
88008W88V3YAE5S,379,189,3,224,4,1,3,0,1,0,0,0
88008W88V4PPNYM,230,58,3,87,3,1,3,0,0,1,0,0
88008W88V8YM5B2,70,69,3,112,3,2,4,0,0,1,0,0
88008W88VA6JC3Y,188,186,4,67,3,2,4,0,0,0,0,1
88008W88VBG1KHE,338,167,3,67,3,1,3,0,0,0,1,0
88008W88VF8N2BJ,196,39,3,137,4,1,4,0,0,0,0,1
88008W88VGXBYT5,952,236,3,224,4,1,3,0,1,0,0,0
88008W88VJ2BBHE,190,94,3,174,3,2,3,0,1,0,0,0
88008W88VK1Q5MG,174,86,4,4,4,2,3,0,0,1,0,0
88008W88VKTM5TR,194,96,4,34,4,1,4,0,0,1,0,0
88008W88VMJ8C4F,135,134,4,174,4,2,3,0,0,0,1,0
88008W88VN841P4,491,243,4,174,4,1,1,1,0,0,0,0
88008W88VNG13MX,265,132,4,54,4,1,4,1,0,0,0,0
88008W88VR5Z4DA,194,192,3,34,3,2,2,0,0,1,0,0
88008W88VRQ4682,365,361,3,174,4,2,4,0,0,0,0,1
88008W88VWWF7JF,70,70,4,34,4,2,4,0,0,0,0,1
88008W88W1H77VC,78,39,3,87,4,2,3,0,0,0,0,1
88008W88W2NGTYN,70,23,3,44,4,1,3,0,0,0,1,0
88008W88W2SRD34,100,50,3,87,4,2,3,0,0,0,1,0
88008W88W3RG67H,106,53,3,24,3,2,1,0,0,1,0,0
88008W88W7UVWJA,379,189,3,137,3,1,1,0,0,0,1,0
88008W88WC6CN7Q,70,70,3,4,4,1,3,0,1,0,0,0
88008W88WJ3KKE6,100,50,4,67,4,1,2,0,0,1,0,0
88008W88WKDC2ZY,95,94,4,34,4,1,3,0,0,1,0,0
88008W88WNKDT9Z,145,144,4,24,4,1,3,0,0,0,1,0
88008W88WPQYS1M,560,554,3,174,4,1,4,0,0,0,1,0
88008W88WRRD16Q,408,202,4,224,4,1,2,1,0,0,0,0
88008W88WUZ37W5,116,57,3,112,4,2,3,0,0,1,0,0
88008W88WX5ABBW,178,177,4,137,3,1,4,0,0,0,1,0
88008W88WXY89FS,166,165,4,137,4,2,3,0,0,0,0,1
88008W88WYQY181,275,137,4,34,4,1,3,1,0,0,0,0
88008W88X19W7W3,388,385,4,174,4,2,3,0,0,0,1,0
88008W88X7R73XW,167,83,4,24,4,2,4,0,1,0,0,0
88008W88X97RQZW,105,104,4,67,4,1,4,0,0,0,1,0
88008W88X9867WF,490,242,4,299,3,1,3,0,0,0,0,1
88008W88X9PQZXE,204,101,3,67,4,1,4,0,0,0,1,0
88008W88X9W4MEE,224,222,3,224,3,1,4,0,0,0,1,0
88008W88XB84XA9,70,69,4,137,4,2,3,0,0,1,0,0
88008W88XDG4KDV,170,169,4,34,3,2,4,0,0,0,1,0
88008W88XF3PC97,84,42,3,44,4,2,2,0,0,0,1,0
88008W88XF5C943,201,199,4,67,3,2,4,1,0,0,0,0
88008W88XHTCDJ8,144,143,4,112,4,1,3,0,0,1,0,0
88008W88XJ4SUW8,102,101,3,44,4,2,3,0,0,0,0,1
88008W88XJP96YM,602,298,4,4,3,2,4,1,0,0,0,0
88008W88XW9KFS5,91,90,4,87,4,1,3,0,0,0,1,0
88008W88Y8HZNCS,197,98,4,112,4,1,3,0,0,0,1,0
88008W88Y96SAX1,90,89,4,14,3,2,2,0,0,0,0,1
88008W88Y9V2MMK,182,90,4,174,4,1,2,0,0,0,0,1
88008W88YA6D2GN,99,98,3,44,4,2,3,0,1,0,0,0
88008W88YARJUC4,511,253,4,174,3,1,4,0,0,1,0,0
88008W88YBV4R5D,687,341,3,112,4,2,3,0,0,1,0,0
88008W88YCHKRN6,738,366,3,174,4,2,3,0,0,0,1,0
88008W88YFFPWW8,735,728,4,137,4,2,3,0,1,0,0,0
88008W88YKX1U3W,121,120,3,44,4,1,3,0,0,1,0,0
88008W88YP8XSWA,118,39,3,67,3,1,2,0,0,1,0,0
88008W88YQNXM6T,466,231,4,500,3,1,4,0,0,0,1,0
88008W88YS3F6UB,213,106,4,137,4,2,2,0,0,0,0,1
88008W88YTJV81N,1201,595,3,174,3,1,3,0,0,0,1,0
88008W88YZFACH1,130,129,3,54,3,2,2,0,0,0,1,0
88008W88Z7JC2P1,359,179,3,224,4,1,3,0,0,0,1,0
88008W88Z7TBUT1,70,70,4,14,3,1,4,0,0,1,0,0
